,time,likes,title,maintext,user_id,user_age,user_inlevel,sentiment,anticipation
621307,2018/6/27 8:54,1,今天破2800,今天破2800,4.48E+15,2.4年,3,中性,中性
73209,2019/2/12 14:05,4,注意了，小时线已经在极限位置死叉！,千万不要被分时回抽诱惑进去！,9.23E+15,7个月,5,中性,看跌
176791,2018/12/20 13:29,0,跳水冠军,跳水冠军,2.44E+15,4.2年,7,负面,看跌
80506,2019/1/31 13:56,0,银行保险券商赶快拉啊 快绿了,银行保险券商赶快拉啊快绿了,5.86E+15,1.3年,1,中性,中性
630223,2018/6/22 13:45,0,每天上午拉下午跌，就是为了散户口袋里的那点小钱，一帮cs[胜利],每天上午拉下午跌，就是为了散户口袋里的那点小钱，一帮cs,3.84E+15,4年,4,负面,中性
219848,2018/11/30 14:28,0,2:30快开始啦 快跟着我喊 跳 跳 跳 跳,2:30快开始啦快跟着我喊跳跳跳跳,8.54E+15,1.6年,3,负面,看跌
398990,2018/9/13 10:48,0,意淫一下,意淫一下，今天能不能走出个深V,8.24E+15,3.6年,1,中性,看涨
661785,2018/6/14 13:49,31,不是股灾，一看就不是，是慢性熔断,不是股灾，一看就不是，是慢性熔断,4.81E+15,1年,5,负面,看跌
570812,2018/7/10 13:26,1,跳水吧,跳水吧,8.86E+15,3.7年,5,负面,看跌
573996,2018/7/9 11:13,0,放量，放量。,量能跟不上,4.48E+15,5年,2,中性,中性
269951,2018/11/5 19:46,2,大户挪窝！科创板,小散看戏，，，,4.39E+15,6.2年,5,中性,中性
477021,2018/8/17 13:33,0,危险了。守住啊。,危险了。守住啊。,4.78E+15,7个月,1,中性,中性
368925,2018/9/28 10:37,2,癌股只要西装不穿短裤。,癌股只要西装不穿短裤。,3.75E+15,1年,3,负面,中性
779726,2018/3/21 11:10,1,现在的主力资金真黑。[怒],现在的主力资金真黑。,7.08E+15,3.3年,2,负面,中性
544852,2018/7/22 21:58,0,强烈建议: 不分红的股票有什么好买的？ 我问问大家？,强烈建议:不分红的股票有什么好买的？我问问大家？,2.47E+15,1.5年,4,负面,中性
155784,2018/12/26 14:39,0,a股a股 你要到哪里去呀 我在 我在 2300等着你 好呀好呀,,3.83E+15,3.1年,5,负面,看跌
712923,2018/5/11 22:50,2,丢人,丢人,3.40E+15,3年,5,负面,中性
554187,2018/7/18 14:06,2,最低2792.50！,最低2792.50！,4.65E+15,4.8年,7,中性,中性
14431,2019/3/8 14:42,0,厉害了我的癌！,厉害了我的癌！,6.60E+15,1.4年,3,正面,看涨
74687,2019/2/11 10:06,0,等待创业板爆炒的验证,等待创业板爆炒的验证,5.55E+15,1.9年,6,正面,看涨
674686,2018/6/8 13:16,0,全仓抄底,全仓抄底,9.94E+15,2.4年,4,正面,看涨
72221,2019/2/13 11:40,0,看来茅台又要上800呀,看来茅台又要上800呀,9.10E+15,5.6年,7,正面,看涨
710306,2018/5/16 7:21,2,今天市场受外部市场影响，小幅下跌200点。今天媒体又有理由了！为什么就没人分析下,今天市场受外部市场影响，小幅下跌200点。今天媒体又有理由了！为什么就没人分析下我们的市场上涨不受外部影响那!,4.15E+15,4.4年,5,负面,中性
319182,2018/10/18 11:25,2,技术调整……,技术调整……,3.49E+15,9.9年,10,中性,看跌
617462,2018/6/27 14:22,0,能撑住2800点也没意思啊，明天低开马上下啊……,能撑住2800点也没意思啊，明天低开马上下啊……,2.04E+15,1.5年,4,中性,看涨
4337,2019/3/12 14:31,0,满仓走起来。。,满仓走起来。。,3.38E+15,1.8年,4,正面,看涨
193605,2018/12/14 9:37,0,怎么上就怎么下。,怎么上就怎么下。,3.96E+15,4.4年,3,中性,看跌
534548,2018/7/30 15:01,0,IH1808 IH1808你们看看[大笑][大笑],IH1808IH1808你们看看,5.12E+15,2.3年,5,正面,看涨
603815,2018/7/2 13:24,3,吃多少。拉多少，哈JB玩意，中国大癌股,吃多少。拉多少，哈JB玩意，中国大癌股,4.98E+15,3.7年,4,负面,中性
728248,2018/4/26 11:04,0,跌破3000点算了，真墨迹,跌破3000点算了，真墨迹,5.69E+15,5年,7,负面,看跌
677296,2018/6/7 15:01,5,垃圾股市，哀鸿遍野,垃圾股市，哀鸿遍野,5.03E+15,3年,3,负面,中性
172995,2018/12/21 10:32,0,中石油，茅台，快出来护盘呀！,中字头，权重股都不护盘了？,8.21E+15,1.3年,4,中性,看跌
592893,2018/7/3 14:52,2,分时线顶背离，明天埋人,,6.99E+15,4.1年,6,中性,看跌
285936,2018/10/27 7:37,0,多方注意：上证指数下一个攻击点位2662点！ 空方先离场休息！,多方注意：上证指数下一个攻击点位2662点！空方先离场休息！,4.76E+15,2.4年,5,正面,看涨
184448,2018/12/18 13:22,1,2449见[摊手][摊手][摊手][摊手],2449见,5.56E+15,11个月,2,负面,看跌
38129,2019/3/1 10:42,1,割了韭菜上3000,割了韭菜上3000,8.63E+15,3.9年,5,负面,中性
385694,2018/9/18 13:19,1,诱多不入,,9.99E+15,1.7年,2,中性,中性
325006,2018/10/17 13:29,0,2525.44啊呜啊呜.死死,2525.44啊呜啊呜.死死,1.39E+15,3.3年,3,负面,中性
57125,2019/2/22 10:53,2,外阜资金在流入，国内资金在反着出,A股震荡下跌，沪股通，深股通资金却在大幅流入。盘面上看上证50、IH50一直在做空砸盘，可恨国内一些机构，在大盘敏感时段，一直在依托股指期货进退皆可“保底获利”功能，趁机无节操无眼界地伤害大盘，这都是IH50存在才惹的祸。一段时期的股市运行证明：是时候该废除IH50股指期货了！！！认可的请顶起！,9.50E+15,9.7年,8,负面,中性
594330,2018/7/3 13:21,1,大家一定要忍住！务必空仓！不要眼红一时的上涨！全是坑啊！,大家一定要忍住！务必空仓！不要眼红一时的上涨！全是坑啊！,5.09E+15,3.4年,4,负面,看跌
257608,2018/11/12 13:56,0,冬天刚刚来临,冰冷的冬天,7.97E+15,5.5年,3,负面,看跌
361188,2018/10/8 14:59,1,明天再跌三个点,明天再跌三个点,2.42E+15,3.8年,3,负面,看跌
362027,2018/10/8 14:18,0,2000点快到了,2000点快到了,5.11E+15,6.2年,7,负面,看跌
410805,2018/9/11 10:45,4,15万不要了，看能不能套到退市。,15万不要了，看能不能套到退市。,1.17E+15,11个月,4,负面,中性
662935,2018/6/13 15:32,1,哎，那我这两年算过关了，但我怎么就排的这么低呢，排在只战胜25%而已呢,哎，那我这两年算过关了，但我怎么就排的这么低呢，排在只战胜25%而已呢,9.14E+15,4年,5,负面,中性
664864,2018/6/13 11:28,2,破3000快了,破3000快了,4.42E+15,1.9年,5,中性,中性
370956,2018/9/27 13:01,0,跌吧 反正习惯了,跌吧反正习惯了,8.91E+15,9.5年,6,中性,中性
641032,2018/6/20 8:19,1,别怕别怕 这不是系统性风险、属于阶段性调整,别怕别怕这不是系统性风险、属于阶段性调整,2.20E+15,4.7年,2,中性,中性
27134,2019/3/6 13:58,0,今天大盘白线和黄线走得神同步,今天大盘白线和黄线走得神同步,1.16E+15,1.1年,2,中性,中性
168585,2018/12/21 16:43,1,本大师不是中国股神，也不是世界股神，本大师是宇宙股神，因为本大师的预测宇宙无敌准,本大师不是中国股神，也不是世界股神，本大师是宇宙股神，因为本大师的预测宇宙无敌准，准准准,2.80E+15,1.1年,6,中性,中性
78222,2019/2/1 10:00,0,每次都研究研究起来没时候,每次都研究研究起来没时候,9.89E+15,4.3年,5,中性,中性
181843,2018/12/19 13:13,0,政策底破了，才有市场底,政策底破了，才有市场底,2.22E+15,3.3年,2,中性,看涨
687909,2018/5/31 7:14,0,今天涨不过老美,今天涨不过老美,6.39E+15,5年,2,负面,中性
179609,2018/12/19 16:52,2,痛苦啊股民,痛苦啊股民,7.00E+15,2.3年,5,负面,看跌
366725,2018/10/5 9:36,2,下周一大跌200个点。又要溶断了。,下周一大跌200个点。又要溶断了。,5.15E+15,6个月,3,负面,看跌
68552,2019/2/15 11:02,0,已经过了恐慌期了。股市真的走牛的了,已经过了恐慌期了。股市真的走牛的了,9.86E+15,3.9年,5,正面,看涨
722760,2018/5/2 10:53,2,炒股路上最害人的应该是券商，天天跟散户说大底形成，机遇大过风险，估计很多人上当了,炒股路上最害人的应该是券商，天天跟散户说大底形成，机遇大过风险，估计很多人上当了吧,8.38E+15,2.3年,5,中性,看跌
782912,2018/3/16 14:14,2,傻逼a[大笑],傻逼a,2.39E+15,4年,3,负面,中性
314913,2018/10/18 14:31,5,机构在做空中国股市,机构在做空中国股市,4.40E+15,1.7年,4,中性,看跌
425062,2018/9/6 16:01,2,国家的利益高于一切！,国家的利益高于一切！,7.88E+15,5.5年,3,中性,中性
568332,2018/7/11 10:11,0,面包会有的，牛奶会有的，就是股票不会涨的,面包会有的，牛奶会有的，就是股票不会涨的,7.61E+15,3年,5,中性,看跌
540526,2018/7/26 9:29,0,上不去了…这波是不是就到这也了…,上不去了…这波是不是就到这也了…,8.58E+15,10个月,3,中性,看跌
12728,2019/3/8 16:15,1,今天股民幸福满满,今天股民幸福满满,9.25E+15,5.9年,4,正面,中性
357330,2018/10/10 11:02,0,顶不住了,顶不住了,3.65E+15,5.6年,4,负面,看跌
212043,2018/12/5 13:37,1,空头一到下午就像打了鸡血一样,把散们打的魂飞魄散,3.92E+15,6.1年,5,负面,中性
481694,2018/8/16 23:16,2,全世界人民都知道A股不会跌到2000个点，贵州茅台这次要破二百元。,全世界人民都知道A股不会跌到2000个点，贵州茅台这次要破二百元。,4.84E+15,5.3年,6,正面,中性
216210,2018/12/3 18:01,1,今天这个跳空缺口太不好了，这种上涨都是乏力的，给后期上涨带来压力,今天这个跳空缺口太不好了，这种上涨都是乏力的，给后期上涨带来压力,7.63E+15,7个月,5,负面,
130335,2019/1/3 13:43,1,大盘微调？,个股跌城市,9.52E+15,4.2年,4,负面,
652839,2018/6/19 9:21,1,这么惨大盘要玩，一个节日，跌停那么多晕,晕晕恐慌了,9.18E+15,7.5年,3,正面,
592400,2018/7/4 1:46,0,牛市进行中,牛市进行中,8.49E+15,7.5年,4,正面,看涨
491621,2018/8/15 9:46,0,总之最后都会拉涨，拉大涨，跌停的越来越少，越来越好！,总之最后都会拉涨，拉大涨，跌停的越来越少，越来越好！,1.18E+15,6.2年,5,中性,看跌
202814,2018/12/10 10:36,2,1500点是这次市场大底了，立贴为证,1500点是这次市场大底了，立贴为证,5.20E+15,1.3年,3,中性,
368202,2018/9/28 14:20,0,上证要撑住,上证要撑住,9.86E+15,4.6年,3,中性,中性
700876,2018/5/24 11:30,0,尾盘做的这么诱多，操蛋,尾盘做的这么诱多，操蛋,2.43E+15,3.5年,7,负面,中性
481238,2018/8/16 14:51,0,可以了同志们，今天任务完成了，至少保证了1000亿的成交额嘛，不要叫，明天还是会继续跌的，习惯下啦,可以了同志们，今天任务完成了，至少保证了1000亿的成交额嘛，不要叫，明天还是会继续跌的，习惯下啦,8.60E+15,3年,5,负面,看跌
117819,2019/1/9 14:36,1,明天不跌成狗才怪[鼓掌],明天不跌成狗才怪,9.21E+15,2.4年,5,负面,看跌
339516,2018/10/12 14:08,0,指数大跌个股也大跌 指数微涨 个股也大跌说能出来解释一下,指数大跌个股也大跌指数微涨个股也大跌说能出来解释一下,9.63E+15,2.7年,2,负面,
72630,2019/2/13 9:40,1,这种结束两天后再看了,拜~,6.32E+15,2个月,3,中性,
498343,2018/8/10 14:12,0,黄金两点半开始打碎空头喽！,黄金两点半开始打碎空头喽！,6.57E+15,4.6年,6,正面,看涨
295452,2018/10/24 13:59,2,无实质性利好政策必跌,无实质性利好政策必跌,1.61E+15,7.4年,4,负面,看跌
334479,2018/10/15 17:08,9,2015年进A股50万，现在只有40万了！[哭][哭]怎么办呀！！[加油][加油,2015年进A股50万，现在只有40万了！怎么办呀！！,8.39E+15,1年,4,负面,中性
125051,2019/1/4 14:10,0,全世界都在跌，就你两个涨，好牛掰的样子,全世界都在跌，就你两个涨，好牛掰的样子,8.51E+15,1.2年,5,负面,
498056,2018/8/10 13:32,2,当代东方高估之双头崩盘典范,当代东方高估之双头崩盘典范,9.55E+15,3.8年,8,负面,
626910,2018/6/25 10:30,0,老铁们别跑，利好,老铁们别跑，利好,2.80E+15,4.4年,5,正面,看涨
364574,2018/10/8 10:03,1,跟跌不跟涨的垃圾市,跟跌不跟涨的垃圾市,1.92E+15,4.6年,4,负面,中性
348911,2018/10/11 13:19,4,今天2568点必须死守,今天2568点必须死守,7.88E+15,7.5年,8,中性,中性
500338,2018/8/9 13:16,2,加油一波冲到三千,加油一波冲到三千,7.62E+15,3.1年,2,正面,看涨
353488,2018/10/11 10:18,6,人家美股跌是因为涨了十年了，跌点而已。你癌股跟着跌，你还想跌到多少年前。伤心透了,人家美股跌是因为涨了十年了，跌点而已。你癌股跟着跌，你还想跌到多少年前。伤心透了，月月创新低，你关门算了，害人上瘾了吗,4.19E+15,11个月,5,负面,中性
166904,2018/12/24 9:34,1,救命外资，今天怎么不见交易,救命外资，今天怎么不见交易,4.81E+15,5.7年,4,负面,
138242,2019/1/2 10:06,0,怎么看，怎么做都会到1800点附近的[大笑],怎么看，怎么做都会到1800点附近的,8.73E+15,3.8年,5,中性,看跌
678340,2018/6/7 13:12,3,一个星期五个交易日就一天红色还是做样子真服了＿死逼,一个星期五个交易日就一天红色还是做样子真服了＿死逼,7.17E+15,4.5年,3,负面,中性
13542,2019/3/8 15:14,0,这跌法，有事？,这跌法，有事？,9.09E+15,3.3年,4,中性,中性
533986,2018/7/31 10:10,0,外围涨，使劲发新股打压，外围跌，使劲大跌去泡沫！A股怎么玩？！,外围涨，使劲发新股打压，外围跌，使劲大跌去泡沫！A股怎么玩？！,9.95E+15,3.9年,3,负面,看跌
355949,2018/10/11 9:31,19,美股涨、我们跌、美股大跌、我们还跌！,美股涨、我们跌、美股大跌、我们还跌！,3.14E+15,3.6年,4,负面,中性
409965,2018/9/11 13:06,0,下午真的还会大涨，既然涨上来了，就不会让它轻易跌下去的，主力上午进来的真金白银不会这样浪费的,下午真的还会大涨，既然涨上来了，就不会让它轻易跌下去的，主力上午进来的真金白银不会这样浪费的,1.18E+15,6.2年,5,正面,看涨
774144,2018/3/23 13:17,2,吊事没有，今天是周五，争取晚上宣布下周发10个新股！下周一一下咔嚓就完啦！反正爷,吊事没有，今天是周五，争取晚上宣布下周发10个新股！下周一一下咔嚓就完啦！反正爷爷空仓！！！,3.54E+15,3.7年,6,中性,看跌
340804,2018/10/12 10:38,2,快跌，卖房、卖车为国接盘。操蛋的A股，人生最后悔的事情就是进入大A,快跌，卖房、卖车为国接盘。操蛋的A股，人生最后悔的事情就是进入大A,9.28E+15,10个月,3,负面,中性
692366,2018/5/30 10:11,1,吸血股市！,吸血股市！,5.58E+15,5年,3,负面,中性
352260,2018/10/11 10:58,3,完了，完了，坡底了，今年最低点也没守住。,完了，完了，坡底了，今年最低点也没守住。,6.95E+15,2.1年,3,负面,
711270,2018/5/15 11:01,3,哈哈哈，大A股都不敢涨了，奇葩朵朵！,哈哈哈，大A股都不敢涨了，奇葩朵朵！,2.67E+15,3.1年,2,负面,
150629,2018/12/27 12:50,3,上海莱士五个涨停板,回顾往事，事前多做功课总比事后懊恼好的多，把所有可能发生的情况都想好应对之策，这样在盘中我们就可以轻松应对，不会手忙脚乱。因为我们做的每一次交易都有可能出错，万一出错我们就根据事前制订好的策略执行，该手起刀落就手起刀落，该观察就继续观察。这样可以避免盘面的波动而心情紧张，或导致亏损扩大，为下一次操作打下基础。这是因为我害怕市场的诡谲多变。我发现成功的交易者通常都是最畏惧市场的人。市场交易的恐惧心理迫使我必须慎选进场时机，假如我觉得市场情况不对，我干脆就停止交易，或者干脆退出观望。我的交易很少遭逢亏损，是因为我总是选择最适当的时机进场出场。大部分的人都不会等到市况明朗才进场，他们总是在黑夜中进入森林，然而我则是等到天亮才进去。我总是等待市场行情失去上涨或下跌的动力时，反向操作。去年5G人人喊进场的时候我根据量能出了，机构分析师喊芯片机会来临时，个股根据放量滞涨情况我出了，近段时间的白马也一样，看上星期人人在喊银行的时候，你会怎么想？其实生活中的所有事情都一样，你去买一件东西总不会说这东西很好很好，价格贵一点买给我吧，反之你是老板总不会说我的东西很差，便宜一点卖给你吧。可是生活中人人都懂的东西，到了股市就不明白了。人性在那里都永远不会改变，芸芸众生，皆为利来，股市没有活雷锋，谁都想在市场中挣钱。其实所有生意都是筹码交换的过程，股市同样。上证指数害死了广大交易者，由于历史原因，各种财经媒体、广大交易者在描述和判断股市走势时往往最先看上证综合指数，而上证指数在2008年以前确实是最能真实反映两市所有股票平均走势的指数。但到了2009年以后，随着股市全流通及超大盘新股都集中在沪市上市，上证指数走势在2009年以后就被极少数超大盘股（如大石油石化股、大煤炭大电力股、大银行大券商大保险股、大钢铁股、大基建股、大港口大物流股、大重型机电股、大汽车股等）走势所绑架，其走势只能够代表两市6%的极少数股票平均走势，对股市走势的反应开始严重失真。此时，399106深圳综指及399303国证2000等走势，更能够真实反映两市绝大多数股票的平均走势。它们的走势才真实反映了两市90%以上股票的平均走势状况。上证指数从2016-1-27日开始至2018年1月29日一直是在走牛市上涨！这样的走势信号是在告诉投资者“投资者应该持股不动享受牛市上涨成果”。而实际情况却是，除了极少数超大盘权重蓝筹股之外，90%以上的股票投资者若按上证指数的牛市走势操作最终都将赔得惨不忍睹。因此我说，上证指数从2009年开始已经变成了一个失真指数，它害死了众多交易者。做交易最重要的是避免陷入自己给自己设置的陷阱，习惯看多的人，每次调整都会看多，最终躲不过一次深幅持续的杀跌。习惯看空的人，每次反弹都会看空，最终所有可能的机会都会错过。这就是我们常说的一根筋没有办法在市场生存的道理，顺势而为讲究的是手随势动，势在哪里，手在哪里，也是研究节点交易的重要原因。其实这里还有一个难题就是技术上的级别和趋势力度问题。所以不管如何主观要绝对服从客观，根据客观的变化来不断调整自己的操作，不要使自己陷入不必要的麻烦和风险之中。交易策略必须具有弹性，以反应市场的变化。大部分交易者最常犯的错误，就是交易策略一成不变。他们常常会说：“为什么市场情况与我所想的完全不同？”为什么要相同呢？生活不总是充满了未知数吗？市场近期的风险来之于，恢复后上市的新股已经超过1000家。这1000家的大小非陆续解禁带来的流通股抛盘，美股可能的见大顶反转向下助推、后期的股权抵押爆仓的不断快速扩大，该爆仓的股票是早爆晚不爆，该爆必然爆、权重蓝筹股见顶下跌后融资盘爆仓盘也将会不断增加等，以及资金监管的不断加强，因此，上述因素的综合作用，很可能导致行情操作难度增加，所以要掂量掂量自己有几斤几两，没有三分三本事的人可以一直休息，放弃一些所谓的“机会”操作。交易不是不知疲倦的追赶，而是耐心的守候、等待！,8.38E+15,6.2年,8,正面,
247595,2018/11/20 9:26,0,…低开或是大机会：多边合作务实暴发将成必然,…低开或是大机会：多边合作务实暴发将成必然出货单边主义全球投入多边合作开始……,2.66E+15,1.1年,5,正面,
81841,2019/1/31 10:50,0,又是指数行情[好困惑],又是指数行情,2.56E+15,3.9年,5,负面,
383792,2018/9/18 21:11,0,要暴跌了,暴跌呀，不暴跌没有人割肉。,3.51E+15,2.7年,4,负面,
49567,2019/2/26 9:41,0,还没到3000呢，怕啥呀。到了再说。,,9.70E+15,3.4年,6,正面,
475313,2018/8/17 14:28,6,我们的股市不是让人们富裕起来，是想办法坑你到死,我们的股市不是让人们富裕起来，是想办法坑你到死,4.37E+15,6.8年,6,负面,
231767,2018/11/26 14:52,0,小散以为春天来了结果心里拔凉拔凉滴,小散以为春天来了结果心里拔凉拔凉滴,8.86E+15,3.7年,5,负面,
775386,2018/3/23 10:39,0,分时上涨无量，调整继续,分时上涨无量，调整继续,2.90E+15,4年,5,中性,
223746,2018/11/29 14:55,0,找挨骂,小编,3.97E+15,6.7年,2,负面,
747773,2018/4/16 20:09,0,上证指数和上证50指数向下。,指标告诉我，上证指数和上证50指数向下。创业板和创业板综合指数向上。,1.85E+15,1.2年,4,中性,
411969,2018/9/11 9:59,2,炒股吵的就是人心,炒股吵的就是人心,8.51E+15,1.2年,5,中性,
708778,2018/5/17 4:27,1,今天直击3220，拭目以待。,今天直击3220，拭目以待。,9.65E+15,6年,4,中性,
441424,2018/8/31 10:27,0,600亿呢，那儿去了,600亿呢，那儿去了,6.85E+15,4.5年,6,负面,
246341,2018/11/20 13:27,1,进入跑得快模式,进入跑得快模式,8.41E+15,3.7年,1,负面,
663137,2018/6/13 14:47,0,还有没看清市场走势的没？,,5.18E+15,2.6年,5,中性,
572228,2018/7/9 15:08,0,上涨了这么多都没量，你应珍惜保存这些筹码啊！不要小涨了卖出，后又追高，赚不到钱就,上涨了这么多都没量，你应珍惜保存这些筹码啊！不要小涨了卖出，后又追高，赚不到钱就骂爹骂娘的,7.26E+15,5.9年,6,中性,
632332,2018/6/21 21:58,0,这算爆跌吗？看看月K线图。,这算爆跌吗？看看月K线图。,1.55E+15,11个月,4,负面,
226720,2018/11/29 9:57,0,美国上涨，大A不可能下跌吧,美国上涨，大A不可能下跌吧,5.15E+15,2.5年,3,正面,
591273,2018/7/4 11:14,0,真棒！我服！,真棒！我服！,3.01E+15,5.6年,2,负面,
708035,2018/5/17 13:49,0,今天3150寻找支撑位，有可能退守3100,今天3150寻找支撑位，有可能退守3100,5.41E+15,4年,6,中性,
463270,2018/8/21 22:23,1,真爱生命。切记！,真爱生命。切记！,5.61E+15,4.4年,1,负面,
108855,2019/1/16 10:41,0,会不会回踩30日线！？,15分钟线小回调！30分钟线反转向上！60分钟线向上还没有走完！会不会回踩30日线！？个人观点，仅供参考，不做买卖依据，亏盈自负！,6.03E+15,3.6年,7,中性,
216247,2018/12/3 17:58,3,大牛市来了，这次牛市高点为4300点!!!,市场已经走出九波下跌，市场必见底，大牛市来了，这次牛市高点为4300点!!!,2.14E+15,5个月,2,正面,
483676,2018/8/16 11:32,2,先破2638再看吧,呵呵,8.70E+15,4.2年,6,负面,
260793,2018/11/9 14:05,17,感觉周末会发取消印花税，只是感觉，点赞的发财,感觉周末会发取消印花税，只是感觉，点赞的发财,7.51E+15,1.1年,5,正面,
722641,2018/5/2 10:56,3,这个股市真没救了。都远离吧。珍惜自己的家庭，珍惜自己的生活。,这个股市真没救了。都远离吧。珍惜自己的家庭，珍惜自己的生活。,4.29E+15,1.4年,2,负面,
776449,2018/3/23 9:14,0,大跌大买，，，，，,大跌大买，，，，，,4.90E+15,3.1年,4,负面,
28030,2019/3/6 10:24,0,今天市场分化了，看看之后怎么走吧，还好东信给力,今天市场分化了，看看之后怎么走吧，还好东信给力,6.87E+15,6个月,3,正面,
54497,2019/2/25 10:02,0,终于看到天量了！牛牛牛[大笑],终于看到天量了！牛牛牛,9.29E+15,5个月,3,正面,
625011,2018/6/25 14:55,0,空方好像没劲了,空方好像没劲了,8.83E+15,12.1年,6,中性,
5988,2019/3/12 11:20,0,发行可转债实际就是给很少的转债利息获得资金赚大钱，这样的方式何乐而不为？最好的操,发行可转债实际就是给很少的转债利息获得资金赚大钱，这样的方式何乐而不为？最好的操作就是卖转债买正股。,1.37E+15,3年,0,正面,
674210,2018/6/8 13:30,0,卖出,卖出,1.09E+15,2.8年,4,中性,
148622,2018/12/27 13:57,1,今天先不管了，明天先低开一个多点在说,今天先不管了，明天先低开一个多点在说,2.49E+15,2.4年,6,正面,
587197,2018/7/5 10:17,1,今天大盘跌停，赶紧跑。,今天大盘跌停，赶紧跑。,2.72E+15,3.8年,5,负面,
397227,2018/9/13 13:38,1,老乡不要走，我这就拉起来,老乡不要走，我这就拉起来,1.66E+15,11个月,4,正面,
556020,2018/7/17 14:44,0,本周和2638握手言欢！然后说拜拜,本周后三天暴跌走起,5.45E+15,4年,4,正面,
405468,2018/9/12 10:07,0,大盘跌穿裤裆了，可以光腚了。,大盘跌穿裤裆了，可以光腚了。,6.67E+15,4年,5,正面,
520052,2018/8/3 10:10,2,探底 探底越探越低,探底探底越探越低,7.46E+15,2.8年,4,负面,
468348,2018/8/20 11:21,4,没有买盘，机构都是卖出，没有救市，股市已经崩溃，鉴定完毕！,没有买盘，机构都是卖出，没有救市，股市已经崩溃，鉴定完毕！,4.70E+15,4.4年,4,负面,
385704,2018/9/18 13:18,7,今天 抄底大军和割肉大军在路上迎面而过 互相看了对方一眼 不约而同的说了一句 sb,今天抄底大军和割肉大军在路上迎面而过互相看了对方一眼不约而同的说了一句sb,5.08E+15,3.1年,2,负面,
301815,2018/10/23 3:02,1,连涨30个点大多数散户都不能解套，如果能解套这辈子也不进市场。,连涨30个点大多数散户都不能解套，如果能解套这辈子也不进市场。,1.65E+15,8个月,3,正面,
772,2019/3/13 14:46,0,这调整不会重复上个星期五的,这调整不会重复上个星期五的,5.51E+15,3.8年,6,中性,
403289,2018/9/12 14:10,1,开始下杀了,开始下杀了,1.72E+15,6.1年,4,负面,
159900,2018/12/25 12:46,2,涌跃参加评选2018年亏损最多的散户。,涌跃参加评选2018年亏损最多的散户。,2.76E+15,12.3年,5,正面,
436425,2018/9/3 10:32,0,很快的会狂拉猛涨起来了，今天收盘会很好看的，盘中跌一下很难正常。我们有定力，不怕,好,1.18E+15,6.2年,5,正面,
546585,2018/7/20 13:58,0,牛,牛,5.58E+15,3.4年,4,正面,
142766,2018/12/28 11:28,3,彻底失望,彻底失望,7.07E+15,11个月,5,负面,
455815,2018/8/24 11:16,1,今天每一波拉升，都是在发套套。,,1.24E+15,1.2年,2,正面,
689796,2018/5/30 14:39,2,千股跌停，530，历史往往是那么的相似,千股跌停，530，历史往往是那么的相似,6.33E+15,3.3年,0,负面,
160727,2018/12/25 11:19,1,昨天大笑发话今天下行，2449要破。不玩了不玩了,昨天大笑发话今天下行，2449要破。不玩了不玩了,9.85E+15,4年,4,负面,
28935,2019/3/5 21:19,1,绝对内幕3138开始调整,绝对内幕3138开始调整,5.46E+15,3.3年,3,负面,
368104,2018/9/28 15:06,2,解禁和融资都天量的，这大盘还涨，不应该呀！人为的痕迹太明显了！,解禁和融资都天量的，这大盘还涨，不应该呀！人为的痕迹太明显了！,1.11E+15,5年,5,负面,
609071,2018/6/28 23:08,0,大浪淘沙时代来临,大浪淘沙，留下的都是金子，保护好自己的钞票，耐心等待等待等待等待等待等待再等待，金子终会显露的。,2.33E+15,5.6年,0,正面,
405682,2018/9/12 10:05,0,呵呵，走势非常平稳。,呵呵，走势非常平稳。,2.10E+15,3.8年,3,中性,
733129,2018/4/23 13:10,0,下午破3000,下午破3000,5.33E+15,1.8年,1,中性,
56255,2019/2/22 15:45,0,希望大盘调整一下，我还没上车呢，？,希望大盘调整一下，我还没上车呢，？,9.72E+15,7.5年,6,中性,
482461,2018/8/16 13:49,0,2点半跳水,2点半跳水,5.82E+15,3.8年,4,负面,
550223,2018/7/19 15:04,1,还要砸，大家注意，太垃圾了,还要砸，大家注意，太垃圾了,6.58E+15,3.1年,3,负面,
492671,2018/8/14 13:51,0,又睡了一天,又睡了一天,4.09E+15,2.8年,6,中性,
993,2019/3/13 14:23,1,完美诱多 一泻千里,完美诱多一泻千里,8.17E+15,3.8年,3,中性,
151808,2018/12/27 11:03,0,早泄还没治好,早泄还没治好,6.23E+15,3.6年,6,负面,
106823,2019/1/17 11:20,0,加油吧！,加油吧！,5.84E+15,1.2年,3,正面,
57624,2019/2/22 13:49,0,接盘侠来也,接盘侠来也,6.43E+15,2.9年,6,正面,
663730,2018/6/13 14:32,4,今年你保本了吗？ 呵呵，亏一半了，感谢股市,今年你保本了吗？呵呵，亏一半了，感谢股市,3.42E+15,11个月,4,负面,
658644,2018/6/15 10:57,1,3000点清晰可见[大笑][大笑][大笑][大笑][大笑],3000点清晰可见,1.71E+15,4.3年,2,正面,
471072,2018/8/20 9:34,0,要是今天跌它150个点会怎么样,狂跌来了,3.53E+15,3.1年,3,负面,
389735,2018/9/17 14:34,0,A股还有大幅下跌的空间。,A股还有大幅下跌的空间。,2.91E+15,1.3年,3,负面,
346233,2018/10/11 14:25,1,融断了么？断了么？怎么还在动的啊？,融断了么？断了么？怎么还在动的啊？,5.58E+15,5.1年,4,负面,
